1,694.364136,334.799561,736.785767,461.425659,0.260760
1,1370.043701,317.360840,1418.266968,451.235443,0.260042
1,1852.706909,330.003052,1893.378540,440.450684,0.249171
1,1655.125122,332.203400,1681.147217,418.345886,0.222282
2,384.127380,272.184418,501.131958,599.203613,0.532050
2,534.000366,265.565063,632.382812,593.255249,0.422505
2,691.106812,335.494385,733.976440,461.283508,0.290340
2,1851.023315,331.924927,1891.395508,443.484558,0.249026
2,1368.869873,318.787842,1417.096191,453.931732,0.241925
2,1628.703979,341.277588,1662.998901,428.903564,0.220520
2,844.415894,318.535767,894.513123,447.555573,0.099195
3,689.093323,333.313599,731.279358,461.193359,0.621671
3,1368.617188,319.387268,1415.956909,452.672363,0.593010
3,1851.226562,333.498779,1891.600464,447.053986,0.554866
3,838.863770,329.440063,890.075012,449.544556,0.517156
3,529.304749,265.187744,628.543335,593.696899,0.468384
3,1626.642090,341.485962,1660.609131,429.054504,0.428935
4,1366.916626,319.569153,1414.318115,455.064941,0.584336
4,727.488586,319.757477,777.169128,451.577332,0.554835
4,1788.534180,337.363129,1827.285522,443.598633,0.537922
4,838.967651,331.663757,889.488525,451.619659,0.531538
4,0.000000,0.000000,303.324829,1073.334839,0.487853
4,1010.935486,229.154984,1129.575806,647.905029,0.383963
4,524.720337,263.561096,625.204956,596.068726,0.259992
4,1659.430908,525.729919,1750.161133,776.758728,0.198784
5,1366.298096,320.501862,1413.240234,456.709656,0.636170
5,1787.072632,338.992401,1825.785034,446.096161,0.579471
5,881.091492,142.719208,1085.628174,789.037292,0.561971
5,724.997009,319.258331,775.727417,451.915741,0.517443
5,0.000000,0.000000,278.342255,1076.018188,0.437648
5,862.800781,256.379700,952.246399,561.563049,0.360030
5,1007.261719,235.829819,1127.699707,645.085083,0.269905
5,361.354309,263.394104,482.555298,604.693237,0.259000
5,842.991455,322.444672,892.341370,451.978973,0.132491
6,681.129578,333.264099,723.250671,460.682556,0.651508
6,1364.794678,321.619812,1412.167236,458.966644,0.622514
6,1646.421997,339.721680,1672.423340,423.592804,0.595336
6,514.754822,263.358093,617.615234,602.053345,0.471550
6,0.000000,0.000000,258.692596,1076.353027,0.405287
6,354.057556,262.588684,480.028046,602.164856,0.327516
6,835.127930,331.627350,885.309631,451.676758,0.309095
7,679.348816,332.621490,721.468323,461.351562,0.682851
7,833.982483,333.236206,884.389648,454.502106,0.636732
7,1644.699463,339.982544,1671.421753,424.488953,0.558267
7,1328.833984,351.758667,1359.594604,446.959076,0.535363
7,509.539093,263.148193,614.671204,604.414001,0.442592
7,348.839996,261.227234,474.925995,607.759216,0.340420
8,677.381348,333.711029,719.424377,463.124939,0.665182
8,832.694763,333.933655,881.989441,455.115509,0.626131
8,1363.556641,323.288879,1410.872925,461.508575,0.613424
8,1644.106323,341.026093,1670.982544,425.933807,0.543330
8,1843.774536,343.246246,1885.464600,457.630035,0.534710
8,343.233826,261.833405,469.650269,608.366882,0.502299
8,503.833679,263.730286,610.953857,608.189087,0.436680
8,1.092803,0.000000,205.470795,1066.005249,0.259384
9,715.269043,318.833252,766.600708,453.829193,0.643664
9,830.963135,336.038147,880.061646,455.838074,0.574041
9,1321.390381,354.588440,1353.586182,449.517548,0.530962
9,1617.819824,350.127106,1652.992065,438.991730,0.488532
9,337.260620,263.084351,465.859650,611.106873,0.469169
9,1842.776489,343.464294,1884.399048,459.732666,0.410144
9,1005.951233,235.547791,1118.040771,659.122620,0.390857
